key_id,match_id,tournament_name,tournament_id,stage,match_date,match_name,stadium_name,home_team_name,away_team_name,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,total_goals,home_1ht_score,home_2ht_score,away_1ht_score,away_2ht_score,extra_time,home_team_et_score,away_team_et_score,home_1et_score,home_2et_score,away_1et_score,away_2et_score,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,note
135,EYFC-2021-62,2021 Egba Youth Football Championship,EYFC-2021,semi-final,"Saturday, April 17, 2021",Mabak vs Comprehensive Academy,Muda Lawal Stadium,Mabak,Comprehensive Academy,0-1,0,1,-1,1,1,0,0,0,1,,,,,,,,,,,,,
136,EYFC-2021-63,2021 Egba Youth Football Championship,EYFC-2021,third-place,"Sunday, April 25, 2021",MAOMF vs Mabak,Muda Lawal Stadium,MAOMF,Mabak,0-0,0,0,0,0,0,0,0,0,0,,,,,,,,yes,12-13,12,13,,
137,EYFC-2021-64,2021 Egba Youth Football Championship,EYFC-2021,final,"Sunday, April 25, 2021",Surveyors vs Comprehensive Academy,Muda Lawal Stadium,Surveyors,Comprehensive Academy,1-0,1,0,1,-1,1,0,1,0,0,,,,,,,,,,,,,
138,EYFC-2022-01,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 11, 2022",Onigbedu vs AR United,Muda Lawal Stadium,Onigbedu,AR United,1-0,1,0,1,-1,1,1,0,0,0,,,,,,,,,,,,,
139,EYFC-2022-02,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 11, 2022",Patriots vs Trace,Muda Lawal Stadium,Patriots,Trace,1-1,1,1,0,0,2,0,1,1,0,,,,,,,,,,,,,
140,EYFC-2022-03,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 11, 2022",Debash vs TACN,Muda Lawal Stadium,Debash,TACN,2-3,2,3,-1,1,5,2,0,2,1,,,,,,,,,,,,,
141,EYFC-2022-04,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 11, 2022",Onward vs IAS Unique Homes,Muda Lawal Stadium,Onward,IAS Unique Homes,1-2,1,2,-1,1,3,1,0,2,0,,,,,,,,,,,,,
142,EYFC-2022-05,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 12, 2022",Alagbede vs Prudence,Muda Lawal Stadium,Alagbede,Prudence,0-2,0,2,-2,2,2,0,0,2,0,,,,,,,,,,,,,
143,EYFC-2022-06,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 12, 2022",Chummie vs Ogun Oshun Green Planters,Muda Lawal Stadium,Chummie,Ogun Oshun Green Planters,1-2,1,2,-1,1,3,0,1,0,2,,,,,,,,,,,,,
144,EYFC-2022-07,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 12, 2022",Mighty Stars vs Apete,Muda Lawal Stadium,Mighty Stars,Apete,2-2,2,2,0,0,4,1,1,1,1,,,,,,,,,,,,,
145,EYFC-2022-08,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 12, 2022",AMSAS vs Samba Boys,Muda Lawal Stadium,AMSAS,Samba Boys,0-2,0,2,-2,2,2,0,0,2,0,,,,,,,,,,,,,
146,EYFC-2022-09,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 18, 2022",Zion Boys Football Academy vs Ultimate,Muda Lawal Stadium,Zion Boys Football Academy,Ultimate,1-3,1,3,-2,2,4,1,0,3,0,,,,,,,,,,,,,
147,EYFC-2022-10,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 18, 2022",Triple A Lions vs Toyin Amuzu,Muda Lawal Stadium,Triple A Lions,Toyin Amuzu,1-2,1,2,-1,1,3,1,0,2,0,,,,,,,,,,,,,
148,EYFC-2022-11,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 18, 2022",Way Forward vs Ajax Sporting Club,Muda Lawal Stadium,Way Forward,Ajax Sporting Club,1-3,1,3,-2,2,4,1,0,0,3,,,,,,,,,,,,,
149,EYFC-2022-12,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 18, 2022",Ogun Baptist Conference vs Ajegunle All Stars,Muda Lawal Stadium,Ogun Baptist Conference,Ajegunle All Stars,3-1,3,1,2,-2,4,1,2,1,0,,,,,,,,,,,,,
150,EYFC-2022-13,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 19, 2022",Prudence vs Mighty Stars,Muda Lawal Stadium,Prudence,Mighty Stars,0-2,0,2,-2,2,2,0,0,0,2,,,,,,,,,,,,,
151,EYFC-2022-14,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 19, 2022",Samba Boys vs Chummie,Muda Lawal Stadium,Samba Boys,Chummie,0-1,0,1,-1,1,1,0,0,0,1,,,,,,,,,,,,,
152,EYFC-2022-15,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 19, 2022",Ogun Oshun Green Planters vs AMSAS,Muda Lawal Stadium,Ogun Oshun Green Planters,AMSAS,1-0,1,0,1,-1,1,0,1,0,0,,,,,,,,,,,,,
153,EYFC-2022-16,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 19, 2022",Apete vs Alagbede,Muda Lawal Stadium,Apete,Alagbede,1-3,1,3,-2,2,4,1,0,2,1,,,,,,,,,,,,,
154,EYFC-2022-17,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 25, 2022",Triple A Lions vs Ajegunle All Stars,Muda Lawal Stadium,Triple A Lions,Ajegunle All Stars,1-5,1,5,-4,4,6,1,0,3,2,,,,,,,,,,,,,
155,EYFC-2022-18,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 25, 2022",Ajax Sporting Club vs Zion Boys Football Academy,Muda Lawal Stadium,Ajax Sporting Club,Zion Boys Football Academy,1-0,1,0,1,-1,1,0,1,0,0,,,,,,,,,,,,,
156,EYFC-2022-19,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 25, 2022",Toyin Amuzu vs Ogun Baptist Conference,Muda Lawal Stadium,Toyin Amuzu,Ogun Baptist Conference,1-0,1,0,1,-1,1,0,1,0,0,,,,,,,,,,,,,
157,EYFC-2022-20,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, February 25, 2022",Ultimate vs Way Forward,Muda Lawal Stadium,Ultimate,Way Forward,2-1,2,1,1,-1,3,1,1,1,0,,,,,,,,,,,,,
158,EYFC-2022-21,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 26, 2022",IAS Unique Homes vs Patriots,Muda Lawal Stadium,IAS Unique Homes,Patriots,0-3,0,3,-3,3,3,0,0,0,3,,,,,,,,,,,,,
159,EYFC-2022-22,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 26, 2022",AR United vs Debash,Muda Lawal Stadium,AR United,Debash,0-2,0,2,-2,2,2,0,0,0,2,,,,,,,,,,,,,
160,EYFC-2022-23,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 26, 2022",Trace vs Onward,Muda Lawal Stadium,Trace,Onward,3-1,3,1,2,-2,4,0,3,0,1,,,,,,,,,,,,,
161,EYFC-2022-24,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, February 26, 2022",TACN vs Onigbedu,Muda Lawal Stadium,TACN,Onigbedu,2-0,2,0,2,-2,2,2,0,0,0,,,,,,,,,,,,,
162,EYFC-2022-25,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Thursday, March 3, 2022",Way Forward vs Zion Boys Football Academy,Muda Lawal Stadium,Way Forward,Zion Boys Football Academy,0-0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
163,EYFC-2022-26,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Thursday, March 3, 2022",Ajax Sporting Club vs Ultimate,Muda Lawal Stadium,Ajax Sporting Club,Ultimate,4-2,4,2,2,-2,6,1,3,2,0,,,,,,,,,,,,,
164,EYFC-2022-27,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Thursday, March 3, 2022",Triple A Lions vs Ogun Baptist Conference,Muda Lawal Stadium,Triple A Lions,Ogun Baptist Conference,0-3,0,3,-3,3,3,0,0,0,3,,,,,,,,,,,,,
165,EYFC-2022-28,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Thursday, March 3, 2022",Toyin Amuzu vs Ajegunle All Stars,Muda Lawal Stadium,Toyin Amuzu,Ajegunle All Stars,1-1,1,1,0,0,2,0,1,1,0,,,,,,,,,,,,,
166,EYFC-2022-29,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, March 4, 2022",Onigbedu vs Debash,Muda Lawal Stadium,Onigbedu,Debash,0-1,0,1,-1,1,1,0,0,0,1,,,,,,,,,,,,,
167,EYFC-2022-30,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, March 4, 2022",AR United vs TACN,Muda Lawal Stadium,AR United,TACN,1-0,1,0,1,-1,1,1,0,0,0,,,,,,,,,,,,,
168,EYFC-2022-31,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, March 4, 2022",Patriots vs Onward,Muda Lawal Stadium,Patriots,Onward,2-0,2,0,2,-2,2,1,1,0,0,,,,,,,,,,,,,
169,EYFC-2022-32,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Friday, March 4, 2022",Trace vs IAS Unique Homes,Muda Lawal Stadium,Trace,IAS Unique Homes,3-0,3,0,3,-3,3,3,0,0,0,,,,,,,,,,,,,
170,EYFC-2022-33,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, March 5, 2022",Alagbede vs Mighty Stars,Muda Lawal Stadium,Alagbede,Mighty Stars,3-2,3,2,1,-1,5,3,0,1,1,,,,,,,,,,,,,
171,EYFC-2022-34,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, March 5, 2022",Prudence vs Apete,Muda Lawal Stadium,Prudence,Apete,2-0,2,0,2,-2,2,1,1,0,0,,,,,,,,,,,,,
172,EYFC-2022-35,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, March 5, 2022",Chummie vs AMSAS,Muda Lawal Stadium,Chummie,AMSAS,1-1,1,1,0,0,2,0,1,1,0,,,,,,,,,,,,,
173,EYFC-2022-36,2022 Egba Youth Football Championship,EYFC-2022,group stage,"Saturday, March 5, 2022",Ogun Oshun Green Planters vs Samba Boys,Muda Lawal Stadium,Ogun Oshun Green Planters,Samba Boys,0-0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
174,EYFC-2022-37,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Friday, March 11, 2022",Mighty Stars vs Trace,Muda Lawal Stadium,Mighty Stars,Trace,1-3,1,3,-2,2,4,1,0,2,1,,,,,,,,,,,,,
175,EYFC-2022-38,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Friday, March 11, 2022",Debash vs Alagbede,Muda Lawal Stadium,Debash,Alagbede,3-0,3,0,3,-3,3,1,2,0,0,,,,,,,,,,,,,
176,EYFC-2022-39,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Friday, March 11, 2022",TACN vs Chummie,Muda Lawal Stadium,TACN,Chummie,0-0,0,0,0,0,0,0,0,0,0,,,,,,,,yes,9-8,9,8,,
177,EYFC-2022-40,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Friday, March 11, 2022",Prudence vs Onigbedu,Muda Lawal Stadium,Prudence,Onigbedu,1-2,1,2,-1,1,3,0,1,1,1,,,,,,,,,,,,,
178,EYFC-2022-41,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Saturday, March 12, 2022",Ogun Oshun Green Planters vs Ajegunle All Stars,Muda Lawal Stadium,Ogun Oshun Green Planters,Ajegunle All Stars,4-1,4,1,3,-3,5,3,1,1,0,,,,,,,,,,,,,
179,EYFC-2022-42,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Saturday, March 12, 2022",Patriots vs Ogun Baptist Conference,Muda Lawal Stadium,Patriots,Ogun Baptist Conference,3-2,3,2,1,-1,5,2,1,1,1,,,,,,,,,,,,,
180,EYFC-2022-43,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Saturday, March 12, 2022",Ajax Sporting Club vs Samba Boys,Muda Lawal Stadium,Ajax Sporting Club,Samba Boys,0-0,0,0,0,0,0,0,0,0,0,,,,,,,,yes,3-1,3,1,,
181,EYFC-2022-44,2022 Egba Youth Football Championship,EYFC-2022,round of 16,"Saturday, March 12, 2022",Toyin Amuzu vs Ultimate,Muda Lawal Stadium,Toyin Amuzu,Ultimate,0-0,0,0,0,0,0,0,0,0,0,,,,,,,,yes,5-6,5,6,,
182,EYFC-2022-45,2022 Egba Youth Football Championship,EYFC-2022,quarter-final,"Saturday, March 19, 2022",Debash vs Ogun Oshun Green Planters,Muda Lawal Stadium,Debash,Ogun Oshun Green Planters,1-1,1,1,0,0,2,1,0,0,1,,,,,,,,yes,4-2,4,2,,
183,EYFC-2022-46,2022 Egba Youth Football Championship,EYFC-2022,quarter-final,"Saturday, March 19, 2022",Trace vs Ultimate,Muda Lawal Stadium,Trace,Ultimate,1-0,1,0,1,-1,1,0,1,0,0,,,,,,,,,,,,,
184,EYFC-2022-47,2022 Egba Youth Football Championship,EYFC-2022,quarter-final,"Saturday, March 19, 2022",Ajax Sporting Club vs Onigbedu,Muda Lawal Stadium,Ajax Sporting Club,Onigbedu,2-0,2,0,2,-2,2,0,2,0,0,,,,,,,,,,,,,
185,EYFC-2022-48,2022 Egba Youth Football Championship,EYFC-2022,quarter-final,"Saturday, March 19, 2022",Patriots vs TACN,Muda Lawal Stadium,Patriots,TACN,3-2,3,2,1,-1,5,2,1,1,1,,,,,,,,,,,,,
186,EYFC-2022-49,2022 Egba Youth Football Championship,EYFC-2022,semi-final,"Saturday, March 26, 2022",Debash vs Trace,Muda Lawal Stadium,Debash,Trace,0-3,0,3,-3,3,3,0,0,1,2,,,,,,,,,,,,,
187,EYFC-2022-50,2022 Egba Youth Football Championship,EYFC-2022,semi-final,"Saturday, March 26, 2022",Ajax Sporting Club vs Patriots,Muda Lawal Stadium,Ajax Sporting Club,Patriots,1-0,1,0,1,-1,1,1,0,0,0,,,,,,,,,,,,,
188,EYFC-2022-51,2022 Egba Youth Football Championship,EYFC-2022,third-place,"Sunday, April 3, 2022",Debash vs Patriots,Muda Lawal Stadium,Debash,Patriots,3-3,3,3,0,0,6,0,3,0,3,,,,,,,,yes,6-5,6,5,,
189,EYFC-2022-52,2022 Egba Youth Football Championship,EYFC-2022,final,"Sunday, April 3, 2022",Trace vs Ajax Sporting Club,Muda Lawal Stadium,Trace,Ajax Sporting Club,0-1,0,1,-1,1,1,0,0,0,1,,,,,,,,,,,,,
190,EYFC-2024-01,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 19, 2024",Mighty Stars vs Oluwole,Muda Lawal Stadium,Mighty Stars,Oluwole,,,,,,,,,,,,,,,,,,,,,,,
191,EYFC-2024-02,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 19, 2024",Debash vs Ajegunle All Stars,Muda Lawal Stadium,Debash,Ajegunle All Stars,,,,,,,,,,,,,,,,,,,,,,,
192,EYFC-2024-03,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 19, 2024",United vs Toyin Amuzu,Muda Lawal Stadium,United,Toyin Amuzu,,,,,,,,,,,,,,,,,,,,,,,
193,EYFC-2024-04,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 19, 2024",AR United vs Gbench Achievers,Muda Lawal Stadium,AR United,Gbench Achievers,,,,,,,,,,,,,,,,,,,,,,,
194,EYFC-2024-05,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 20, 2024",Golden Stars vs Patriots,Muda Lawal Stadium,Golden Stars,Patriots,,,,,,,,,,,,,,,,,,,,,,,
195,EYFC-2024-06,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 20, 2024",FMCA United vs Favour,Muda Lawal Stadium,FMCA United,Favour,,,,,,,,,,,,,,,,,,,,,,,
196,EYFC-2024-07,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 20, 2024",Zion Boys Football Academy vs Samba Boys,Muda Lawal Stadium,Zion Boys Football Academy,Samba Boys,,,,,,,,,,,,,,,,,,,,,,,
197,EYFC-2024-08,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 20, 2024",Sacred Heart Hospital vs Alagbede,Muda Lawal Stadium,Sacred Heart Hospital,Alagbede,,,,,,,,,,,,,,,,,,,,,,,
198,EYFC-2024-09,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, April 21, 2024",Jimalok vs Golden Knights Soccer Academy,Muda Lawal Stadium,Jimalok,Golden Knights Soccer Academy,,,,,,,,,,,,,,,,,,,,,,,
199,EYFC-2024-10,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, April 21, 2024",Odemo United vs Encore Football Academy,Muda Lawal Stadium,Odemo United,Encore Football Academy,,,,,,,,,,,,,,,,,,,,,,,
200,EYFC-2024-11,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, April 21, 2024",Young Boys vs Real Inter,Muda Lawal Stadium,Young Boys,Real Inter,,,,,,,,,,,,,,,,,,,,,,,
201,EYFC-2024-12,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 26, 2024",Joju Fadairo Babes vs AR United,Muda Lawal Stadium,Joju Fadairo Babes,AR United,,,,,,,,,,,,,,,,,,,,,,,
202,EYFC-2024-13,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 26, 2024",Favour vs Alagbede,Muda Lawal Stadium,Favour,Alagbede,,,,,,,,,,,,,,,,,,,,,,,
203,EYFC-2024-14,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 26, 2024",Kosa vs Golden Stars,Muda Lawal Stadium,Kosa,Golden Stars,,,,,,,,,,,,,,,,,,,,,,,
204,EYFC-2024-15,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, April 26, 2024",FMCA United vs Sacred Heart Hospital,Muda Lawal Stadium,FMCA United,Sacred Heart Hospital,,,,,,,,,,,,,,,,,,,,,,,
205,EYFC-2024-16,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 27, 2024",Golden Knights Soccer Academy vs Real Inter,Muda Lawal Stadium,Golden Knights Soccer Academy,Real Inter,,,,,,,,,,,,,,,,,,,,,,,
206,EYFC-2024-17,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 27, 2024",Ultimate vs Zion Boys Football Academy,Muda Lawal Stadium,Ultimate,Zion Boys Football Academy,,,,,,,,,,,,,,,,,,,,,,,
207,EYFC-2024-18,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 27, 2024",Jimalok vs Young Boys,Muda Lawal Stadium,Jimalok,Young Boys,,,,,,,,,,,,,,,,,,,,,,,
208,EYFC-2024-19,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, April 27, 2024",Prudence vs Debash,Muda Lawal Stadium,Prudence,Debash,,,,,,,,,,,,,,,,,,,,,,,
209,EYFC-2024-20,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, April 28, 2024",Oluwole vs Toyin Amuzu,Muda Lawal Stadium,Oluwole,Toyin Amuzu,,,,,,,,,,,,,,,,,,,,,,,
210,EYFC-2024-21,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, April 28, 2024",Mighty Stars vs United,Muda Lawal Stadium,Mighty Stars,United,,,,,,,,,,,,,,,,,,,,,,,
211,EYFC-2024-22,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, April 28, 2024",Oluwole Junior vs Odemo United,Muda Lawal Stadium,Oluwole Junior,Odemo United,,,,,,,,,,,,,,,,,,,,,,,
212,EYFC-2024-23,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, May 3, 2024",Young Boys vs Golden Knights Soccer Academy,Muda Lawal Stadium,Young Boys,Golden Knights Soccer Academy,,,,,,,,,,,,,,,,,,,,,,,
213,EYFC-2024-24,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, May 3, 2024",Samba Boys vs Ultimate,Muda Lawal Stadium,Samba Boys,Ultimate,,,,,,,,,,,,,,,,,,,,,,,
214,EYFC-2024-25,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, May 3, 2024",Real Inter vs Jimalok,Muda Lawal Stadium,Real Inter,Jimalok,,,,,,,,,,,,,,,,,,,,,,,
215,EYFC-2024-26,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Friday, May 3, 2024",Patriots vs Kosa,Muda Lawal Stadium,Patriots,Kosa,,,,,,,,,,,,,,,,,,,,,,,
216,EYFC-2024-27,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, May 4, 2024",Encore Football Academy vs Oluwole Junior,Muda Lawal Stadium,Encore Football Academy,Oluwole Junior,,,,,,,,,,,,,,,,,,,,,,,
217,EYFC-2024-28,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, May 4, 2024",Toyin Amuzu vs Mighty Stars,Muda Lawal Stadium,Toyin Amuzu,Mighty Stars,,,,,,,,,,,,,,,,,,,,,,,
218,EYFC-2024-29,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, May 4, 2024",Ajegunle All Stars vs Prudence,Muda Lawal Stadium,Ajegunle All Stars,Prudence,,,,,,,,,,,,,,,,,,,,,,,
219,EYFC-2024-30,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Saturday, May 4, 2024",United vs Oluwole,Muda Lawal Stadium,United,Oluwole,,,,,,,,,,,,,,,,,,,,,,,
220,EYFC-2024-31,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, May 5, 2024",Gbench Achievers vs Joju Fadairo Babes,Muda Lawal Stadium,Gbench Achievers,Joju Fadairo Babes,,,,,,,,,,,,,,,,,,,,,,,
221,EYFC-2024-32,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, May 5, 2024",Alagbede vs FMCA United,Muda Lawal Stadium,Alagbede,FMCA United,,,,,,,,,,,,,,,,,,,,,,,
222,EYFC-2024-33,2024 Egba Youth Football Championship,EYFC-2024,group stage,"Sunday, May 5, 2024",Sacred Heart Hospital vs Favour,Muda Lawal Stadium,Sacred Heart Hospital,Favour,,,,,,,,,,,,,,,,,,,,,,,
223,EYFC-2024-34,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
224,EYFC-2024-35,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
225,EYFC-2024-36,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
226,EYFC-2024-37,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
227,EYFC-2024-38,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
228,EYFC-2024-39,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
229,EYFC-2024-40,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
230,EYFC-2024-41,2024 Egba Youth Football Championship,EYFC-2024,round of 16,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
231,EYFC-2024-42,2024 Egba Youth Football Championship,EYFC-2024,quarter-final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
232,EYFC-2024-43,2024 Egba Youth Football Championship,EYFC-2024,quarter-final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
233,EYFC-2024-44,2024 Egba Youth Football Championship,EYFC-2024,quarter-final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
234,EYFC-2024-45,2024 Egba Youth Football Championship,EYFC-2024,quarter-final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
235,EYFC-2024-46,2024 Egba Youth Football Championship,EYFC-2024,semi-final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
236,EYFC-2024-47,2024 Egba Youth Football Championship,EYFC-2024,semi-final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
237,EYFC-2024-48,2024 Egba Youth Football Championship,EYFC-2024,third-place,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
238,EYFC-2024-49,2024 Egba Youth Football Championship,EYFC-2024,final,,,Muda Lawal Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
